,Rank,Song,Artist,Year,Genre
9479,8,It's Alright,Vickie Winans,2005,hot-gospel
9480,9,Victory,Tye Tribbett & G.A.,2005,hot-gospel
9481,10,Victory,Yolanda Adams,2005,hot-gospel
9482,11,God's Gift,Jeff Majors Featuring Kelly Price,2005,hot-gospel
9483,13,Church Medley,Donnie McClurkin,2005,hot-gospel
9484,14,Deliverance Is Available,Vicki Yohe,2005,hot-gospel
9485,15,The Struggle Is Over,Youth For Christ,2005,hot-gospel
9486,16,Pray,CeCe Winans,2005,hot-gospel
9487,17,He Said It (Live),Dottie Peoples,2005,hot-gospel
9488,18,Imagine Me,Kirk Franklin,2005,hot-gospel
9489,19,Thank Ya Jesus,Darrel Petties & Strength In Praise,2005,hot-gospel
9490,20,He's Concerned,CeCe Winans,2005,hot-gospel
9491,21,I Made It,"Keith ""Wonderboy"" Johnson & The Spiritual Voices",2005,hot-gospel
9492,22,Speak Lord,Tamela Mann,2005,hot-gospel
9493,23,Follow Me,Virtue,2005,hot-gospel
9494,25,I Know The Truth (Lies),Shirley Caesar,2005,hot-gospel
9495,26,Work It Out,Dr. Charles G. Hayes And The Warriors Featuring Dianne Williams,2005,hot-gospel
9496,27,Incredible God,Youthful Praise,2005,hot-gospel
9497,28,Healing,Kelly Price,2005,hot-gospel
9498,29,Do You Know Him?,Marvin Sapp,2005,hot-gospel
9499,30,Glorify Him,Darwin Hobbs,2005,hot-gospel
9500,1,The Blessing Of Abraham,Donald Lawrence Presents The Tri-City Singers,2006,hot-gospel
9501,2,I Will Bless The Lord,Byron Cage,2006,hot-gospel
9502,3,Looking For You,Kirk Franklin,2006,hot-gospel
9503,4,Yesterday,Mary Mary,2006,hot-gospel
9504,5,Lift Him Up,Hezekiah Walker,2006,hot-gospel
9505,6,Set Me Free,Myron Butler & Levi,2006,hot-gospel
9506,7,Born Blessed,Jimmy Hicks & The Voices Of Integrity,2006,hot-gospel
9507,8,It's Alright,Vickie Winans,2006,hot-gospel
9508,9,Victory,Tye Tribbett & G.A.,2006,hot-gospel
9509,10,Victory,Yolanda Adams,2006,hot-gospel
9510,11,God's Gift,Jeff Majors Featuring Kelly Price,2006,hot-gospel
9511,13,Church Medley,Donnie McClurkin,2006,hot-gospel
9512,14,Deliverance Is Available,Vicki Yohe,2006,hot-gospel
9513,15,The Struggle Is Over,Youth For Christ,2006,hot-gospel
9514,16,Pray,CeCe Winans,2006,hot-gospel
9515,17,He Said It (Live),Dottie Peoples,2006,hot-gospel
9516,18,Imagine Me,Kirk Franklin,2006,hot-gospel
9517,19,Thank Ya Jesus,Darrel Petties & Strength In Praise,2006,hot-gospel
9518,20,He's Concerned,CeCe Winans,2006,hot-gospel
9519,21,I Made It,"Keith ""Wonderboy"" Johnson & The Spiritual Voices",2006,hot-gospel
9520,22,Speak Lord,Tamela Mann,2006,hot-gospel
9521,23,Follow Me,Virtue,2006,hot-gospel
9522,25,I Know The Truth (Lies),Shirley Caesar,2006,hot-gospel
9523,26,Work It Out,Dr. Charles G. Hayes And The Warriors Featuring Dianne Williams,2006,hot-gospel
9524,27,Incredible God,Youthful Praise,2006,hot-gospel
9525,28,Healing,Kelly Price,2006,hot-gospel
9526,29,Do You Know Him?,Marvin Sapp,2006,hot-gospel
9527,30,Glorify Him,Darwin Hobbs,2006,hot-gospel
9528,1,Encourage Yourself,Donald Lawrence Presents The Tri-City Singers,2007,hot-gospel
9529,2,Faithful Is Our God,Hezekiah Walker & LFC,2007,hot-gospel
9530,3,Let Go,DeWayne Woods & When Singers Meet,2007,hot-gospel
9531,4,Blessed And Highly Favored,The Clark Sisters,2007,hot-gospel
9532,5,Broken But I'm Healed,Byron Cage,2007,hot-gospel
9533,6,Um Good,Smokie Norful,2007,hot-gospel
9534,7,Never Would Have Made It,Marvin Sapp,2007,hot-gospel
9535,8,Heaven Knows,Deitrick Haddon,2007,hot-gospel
9536,9,Hallelujah,Troy Sneed,2007,hot-gospel
9537,10,High Praise,The Anointed Pace Sisters,2007,hot-gospel
9538,11,Nobody But The Lord,Alvin Darling & Celebration,2007,hot-gospel
9539,12,Healing,Kelly Price,2007,hot-gospel
9540,13,The Struggle Is Over,Youth For Christ,2007,hot-gospel
9541,14,One God,Maurette Brown Clark,2007,hot-gospel
9542,15,We Praise You,The McClurkin Project,2007,hot-gospel
9543,16,Praise On The Inside,J Moss,2007,hot-gospel
9544,17,Imagine Me,Kirk Franklin,2007,hot-gospel
9545,18,Prayin' 4 U,7 Sons Of Soul,2007,hot-gospel
9546,19,You Keep On Blessing Me,Luther Barnes & The Red Budd Gospel Choir,2007,hot-gospel
9547,20,Brand New Day,Jonathan Butler,2007,hot-gospel
9548,21,Call Jesus,Bruce Parham,2007,hot-gospel
9549,22,"Jesus, Jesus, Jesus",Rev. Timothy Wright & The New York Fellowship Mass Choir,2007,hot-gospel
9550,23,Remember Me,The Caravans,2007,hot-gospel
9551,24,Not About Us,Bishop Noel Jones Presents The City Of Refuge Sanctuary Choir,2007,hot-gospel
9552,25,Step Aside,Yolanda Adams,2007,hot-gospel
9553,26,He's Here,Niyoki,2007,hot-gospel
9554,27,Incredible God,Youthful Praise,2007,hot-gospel
9555,28,Every Body Every Body!,Kenny Lewis & One Voice,2007,hot-gospel
9556,29,I'm Still Standing,Bishop Paul S. Morton,2007,hot-gospel
9557,1,Never Would Have Made It,Marvin Sapp,2008,hot-gospel
9558,2,Work It Out,Troy Sneed Presents Bonafide Praisers,2008,hot-gospel
9559,3,I Trust You,James Fortune & FIYA,2008,hot-gospel
9560,4,He's Done Enough,Beverly Crawford,2008,hot-gospel
9561,5,Jesus,Shekinah Glory Ministry,2008,hot-gospel
9562,6,Take It Back,Dorinda Clark-Cole,2008,hot-gospel
9563,7,Livin',The Clark Sisters,2008,hot-gospel
9564,8,God Is Good,Regina Belle,2008,hot-gospel
9565,9,Declaration (This Is It!),Kirk Franklin,2008,hot-gospel
9566,10,The Light,"Ricky Dillard & ""New G"" (New Generation Chorale)",2008,hot-gospel
9567,11,One God,Maurette Brown Clark,2008,hot-gospel
9568,12,Right Now Praise,The New Life Community Choir Featuring John P. Kee,2008,hot-gospel
9569,13,My Name Is Victory,Jonathan Nelson Featuring Purpose,2008,hot-gospel
9570,14,Jesus,Kirk Franklin,2008,hot-gospel
9571,15,Not About Us,Bishop Noel Jones Presents The City Of Refuge Sanctuary Choir,2008,hot-gospel
9572,16,Always,Jason Champion,2008,hot-gospel
9573,17,Praise On The Inside,J Moss,2008,hot-gospel
9574,18,Love Him Like I Do,"Ruben Studdard, Deitrick Haddon & Mary Mary",2008,hot-gospel
9575,19,You Must Come In At The Door,Rev. Timothy Wright & The New York Fellowship Mass Choir,2008,hot-gospel
9576,20,Lord Prepare Me,The West Angeles COGIC Mass Choir,2008,hot-gospel
9577,21,Cover Me,"21:03 With Fred Hammond, Smokie Norful & J Moss",2008,hot-gospel
9578,22,Waging War,CeCe Winans,2008,hot-gospel
9579,23,Royalty (Live At The Apollo),Byron Cage,2008,hot-gospel
9580,24,Eyes On The Prize,Angela Spivey & The Voices of Victory,2008,hot-gospel
9581,25,Hold On,Yolanda Adams,2008,hot-gospel
9582,26,Listen,Trin-i-tee 5:7,2008,hot-gospel
9583,27,Get Up,Mary Mary,2008,hot-gospel
9584,28,My Day,Canton Jones,2008,hot-gospel
9585,29,Call Jesus,Bruce Parham,2008,hot-gospel
9586,30,No Looking Back,Damita,2008,hot-gospel
9587,1,Souled Out,Hezekiah Walker & LFC,2009,hot-gospel
9588,2,Back II Eden,Donald Lawrence & Co.,2009,hot-gospel
9589,3,Praise Him In Advance,Marvin Sapp,2009,hot-gospel
9590,4,God In Me,"Mary Mary Featuring Kierra ""KiKi"" Sheard",2009,hot-gospel
9591,5,It Ain't Over (Until God Says It's Over),Maurette Brown Clark,2009,hot-gospel
9592,6,I Trust You,James Fortune & FIYA,2009,hot-gospel
9593,7,Justified,Smokie Norful,2009,hot-gospel
9594,8,Peace And Favor Rest On Us,Kurt Carr & The Kurt Carr Singers,2009,hot-gospel
9595,9,Wait On The Lord,Donnie McClurkin Featuring Karen Clark-Sheard,2009,hot-gospel
9596,10,I Wouldn't Know You,"James Fortune & FIYA Featuring Keith ""Wonderboy"" Johnson & Nakitta Fox",2009,hot-gospel
9597,11,Close To You,BeBe & CeCe Winans,2009,hot-gospel
9598,12,Get Up,Mary Mary,2009,hot-gospel
9599,13,Cover Me,"21:03 With Fred Hammond, Smokie Norful & J Moss",2009,hot-gospel
9600,14,Praise Him Now,Kierra Sheard,2009,hot-gospel
9601,15,God Is Able,Joe Leavell & St. Stephen Temple Choir,2009,hot-gospel
9602,16,They That Wait,Fred Hammond Featuring John P. Kee,2009,hot-gospel
9603,17,Lead Me Jesus,Greg O'Quin & iPraize,2009,hot-gospel
9604,18,I Lift My Hands,Arkansas Gospel Mass Choir,2009,hot-gospel
9605,19,All I Need,Brian Courtney Wilson,2009,hot-gospel
9606,20,Just Wanna Say,Israel Houghton,2009,hot-gospel
9607,21,My Name Is Victory,Jonathan Nelson Featuring Purpose,2009,hot-gospel
9608,22,"No Battle, No Blessing",Shari Addison,2009,hot-gospel
9609,23,Restored,J Moss,2009,hot-gospel
9610,24,Jesus Is Love,Heather Headley Featuring Smokie Norful,2009,hot-gospel
9611,25,Lord Prepare Me,The West Angeles COGIC Mass Choir,2009,hot-gospel
9612,26,Oh How Precious (Live),Kathy Taylor,2009,hot-gospel
9613,27,God Favored Me,Hezekiah Walker & LFC Featuring Marvin Sapp & DJ Rogers,2009,hot-gospel
9614,28,Everybody Dance,James Roberson,2009,hot-gospel
9615,29,Always,Jason Champion,2009,hot-gospel
9616,30,Time To Get Close To Jesus,"Keith ""Wonderboy"" Johnson & The Spiritual Voices",2009,hot-gospel
9617,31,Work It Out,Troy Sneed Presents Bonafide Praisers,2009,hot-gospel
9618,32,Said He Would Be With Me,Isaiah D. Thomas & Elements Of Praise,2009,hot-gospel
9619,33,Righteous Forsaken,Bishop Eddie Long Featuring GW,2009,hot-gospel
9620,34,Love Like That,The Brown Boyz Featuring Spanky Williams,2009,hot-gospel
9621,35,Rain On Us,Earnest Pugh,2009,hot-gospel
9622,36,Cry Your Last Tear,Bishop Paul S. Morton Presents The FGBCFMC,2009,hot-gospel
9623,37,I Desire More,Crystal Aikin,2009,hot-gospel
9624,38,Don't Let Go,James Ingram,2009,hot-gospel
9625,39,With You Always,Troy Sneed,2009,hot-gospel
9626,40,God's Got It,Jimmy Hicks & The Voices Of Integrity,2009,hot-gospel
9627,1,The Best In Me,Marvin Sapp,2010,hot-gospel
9628,2,They That Wait,Fred Hammond Featuring John P. Kee,2010,hot-gospel
9629,3,God Favored Me,Hezekiah Walker & LFC Featuring Marvin Sapp & DJ Rogers,2010,hot-gospel
9630,4,All I Need,Brian Courtney Wilson,2010,hot-gospel
9631,5,I Want To Say Thank You,Lisa Page Brooks Featuring Royal Priesthood,2010,hot-gospel
9632,6,Rain On Us,Earnest Pugh,2010,hot-gospel
9633,7,Resting On His Promise,Youthful Praise Featuring JJ Hairston,2010,hot-gospel
9634,8,He Wants It All,forever JONES,2010,hot-gospel
9635,9,Good News,Vanessa Bell Armstrong,2010,hot-gospel
9636,10,I Choose To Worship,Wess Morgan,2010,hot-gospel
9637,11,Close To You,BeBe & CeCe Winans,2010,hot-gospel
9638,12,Encore,James Fortune & FIYA,2010,hot-gospel
9639,13,Grace,BeBe & CeCe Winans,2010,hot-gospel
9640,14,I Believe,James Fortune & FIYA Featuring Zacardi Cortez & Shawn McLemore,2010,hot-gospel
9641,15,Justified,Smokie Norful,2010,hot-gospel
9642,16,The Lifter,Ted Winn,2010,hot-gospel
9643,17,Prayed Up,Karen Clark-Sheard,2010,hot-gospel
9644,18,How I Got Over,"Vickie Winans Featuring Tim Bowman, Jr.",2010,hot-gospel
9645,19,Faithful To Believe,Byron Cage,2010,hot-gospel
9646,20,Nobody Greater,VaShawn Mitchell,2010,hot-gospel
9647,21,Living On The Top,DeWayne Woods,2010,hot-gospel
9648,22,There Is A King In You,Donald Lawrence & Co.,2010,hot-gospel
9649,23,Expect The Great,Jonathan Nelson,2010,hot-gospel
9650,24,Rebuild: The Remix,J Moss,2010,hot-gospel
9651,25,Restored,J Moss,2010,hot-gospel
9652,26,God In Me,"Mary Mary Featuring Kierra ""KiKi"" Sheard",2010,hot-gospel
9653,27,I Found Love (Cindy's Song),BeBe & CeCe Winans,2010,hot-gospel
9654,28,Are You Listening,Kirk Franklin Presents Artists United For Haiti,2010,hot-gospel
9655,29,Champion,Darwin Hobbs,2010,hot-gospel
9656,30,The Master Plan,Tamela Mann,2010,hot-gospel
9657,31,The Great I Am (Live),Earnest Pugh,2010,hot-gospel
9658,32,Joy Of The Lord,Tamela Mann,2010,hot-gospel
9659,33,Just Love,Brian Courtney Wilson,2010,hot-gospel
9660,34,Wait On The Lord,Donnie McClurkin Featuring Karen Clark-Sheard,2010,hot-gospel
9661,35,Breakthru,Greg O'Quin & iPraize,2010,hot-gospel
9662,36,Don't Do It Without Me,Bishop Paul S. Morton,2010,hot-gospel
9663,37,I Give You Praise,Byron Cage,2010,hot-gospel
9664,38,Changes,MD Stokes & Victorious Praise,2010,hot-gospel
9665,39,Free,RiZen,2010,hot-gospel
9666,40,God Is Able,Phil Tarver,2010,hot-gospel
9667,41,It's Alright,The Brown Boyz,2010,hot-gospel
9668,42,It's About Time For A Miracle,Beverly Crawford,2010,hot-gospel
9669,43,Favor,Shirley Caesar,2010,hot-gospel
9670,44,He's Still Working On Me,Elaine Norwood,2010,hot-gospel
9671,45,Simply Redeemed,Isaac Carree,2010,hot-gospel
9672,46,I Wouldn't Know You,"James Fortune & FIYA Featuring Keith ""Wonderboy"" Johnson & Nakitta Fox",2010,hot-gospel
9673,47,I Give Myself Away (Live),William McDowell,2010,hot-gospel
9674,48,Lord Do It For Me,Alvin Darling,2010,hot-gospel
9675,49,Nobody But Jesus,Shirley Caesar Featuring J Moss,2010,hot-gospel
9676,50,Still Here,Travis Greene,2010,hot-gospel
9677,1,Nobody Greater,VaShawn Mitchell,2011,hot-gospel
9678,2,I Smile,Kirk Franklin,2011,hot-gospel
9679,3,I Give Myself Away (Live),William McDowell,2011,hot-gospel
9680,4,I Believe,James Fortune & FIYA Featuring Zacardi Cortez & Shawn McLemore,2011,hot-gospel
9681,5,He Has His Hands On You,Marvin Sapp,2011,hot-gospel
9682,6,Well Done,Deitrick Haddon,2011,hot-gospel
9683,7,My Heart Says Yes,Troy Sneed,2011,hot-gospel
9684,8,Walking,Mary Mary,2011,hot-gospel
9685,9,Over & Over,Trin-i-tee 5:7 Featuring PJ Morton,2011,hot-gospel
9686,10,I Need Your Glory,Earnest Pugh,2011,hot-gospel
9687,11,It's About Time For A Miracle,Beverly Crawford,2011,hot-gospel
9688,12,He Wants It All,forever JONES,2011,hot-gospel
9689,13,I Choose To Worship,Wess Morgan,2011,hot-gospel
9690,14,Be Still,Yolanda Adams,2011,hot-gospel
9691,15,In The Middle,Isaac Carree,2011,hot-gospel
9692,16,Excellent,Martha Munizzi,2011,hot-gospel
9693,17,Spiritual,Donald Lawrence & Co.,2011,hot-gospel
9694,18,God Is Great,Ricky Dillard & New G,2011,hot-gospel
9695,19,God Made Me,Mississippi Mass Choir,2011,hot-gospel
9696,20,Trust Me,Richard Smallwood With Vision,2011,hot-gospel
9697,21,Expect The Great,Jonathan Nelson,2011,hot-gospel
9698,22,Sweeter,Kim Burrell,2011,hot-gospel
9699,23,Back To You,Dorinda Clark-Cole,2011,hot-gospel
9700,24,I Hear The Sound (Of Victory),Maurette Brown Clark,2011,hot-gospel
9701,25,Window,Canton Jones,2011,hot-gospel
9702,26,The Best In Me,Marvin Sapp,2011,hot-gospel
9703,27,God Is Good,Lisa Page Brooks,2011,hot-gospel
9704,28,The Prayers,J Moss Featuring Hezekiah Walker & LFC,2011,hot-gospel
9705,29,I'm Back,Lonnie Hunter Featuring Structure,2011,hot-gospel
9706,30,Love God Love People,Israel Houghton,2011,hot-gospel
9707,31,Blessings,John P. Kee Featuring Rance Allen,2011,hot-gospel
9708,32,He Knows,Karen Clark-Sheard Featuring Dorinda Clark-Cole,2011,hot-gospel
9709,33,Sunday Morning Medley,Smokie Norful Featuring Myron Buttler & The 12th District AME Mass Choir,2011,hot-gospel
9710,34,Still Able,James Fortune & FIYA,2011,hot-gospel
9711,35,One More Time,Zacardi Cortez Featuring John P. Kee,2011,hot-gospel
9712,36,Fresh Fire,Preashea Hilliard,2011,hot-gospel
9713,37,YRM (Your Righteous Mind),Donald Lawrence & Co. Featuring Dorinda Clark Cole,2011,hot-gospel
9714,38,Awesome God,Fred Hammond,2011,hot-gospel
9715,39,I Won't Go Back,William McDowell,2011,hot-gospel
9716,40,Keep Me,Tye Tribbett,2011,hot-gospel
9717,41,Whatever It Is (Let It Go),Gail Holmes,2011,hot-gospel
9718,42,You That I Trust,The Rance Allen Group With Special Guest Paul Porter,2011,hot-gospel
9719,43,You Gave Me Hope,Wess Morgan Featuring The Celebration Of Life Choir,2011,hot-gospel
9720,44,Work It Out,Evelyn Turrentine-Agee,2011,hot-gospel
9721,45,I Shall Live And Not Die,Darlene McCoy,2011,hot-gospel
9722,46,Still Here,21:03,2011,hot-gospel
9723,47,Survive,Mary Mary,2011,hot-gospel
9724,48,I Found Love (Cindy's Song),BeBe & CeCe Winans,2011,hot-gospel
9725,49,True Love,"Keith ""Wonderboy"" Johnson",2011,hot-gospel
9726,50,Get Down,Dawkins & Dawkins,2011,hot-gospel
9727,1,Let The Church Say Amen,Andrae Crouch Featuring Marvin Winans,2012,hot-gospel
9728,2,Awesome,Charles Jenkins & Fellowship Chicago,2012,hot-gospel
9729,3,My Testimony,Marvin Sapp,2012,hot-gospel
9730,4,Shifting The Atmosphere,Jason Nelson,2012,hot-gospel
9731,5,After This,Youthful Praise Featuring JJ Hairston,2012,hot-gospel
9732,6,I Won't Go Back,William McDowell,2012,hot-gospel
9733,7,I Feel Good,Fred Hammond,2012,hot-gospel
9734,8,Still Able,James Fortune & FIYA,2012,hot-gospel
9735,9,Go Get It,Mary Mary,2012,hot-gospel
9736,10,One More Time,Zacardi Cortez Featuring John P. Kee,2012,hot-gospel
9737,11,Take Me To The King,Tamela Mann,2012,hot-gospel
9738,12,I Need Your Glory,Earnest Pugh,2012,hot-gospel
9739,13,In The Middle,Isaac Carree,2012,hot-gospel
9740,14,Put It On The Altar,Jessica Reedy,2012,hot-gospel
9741,15,A God Like You,Kirk Franklin,2012,hot-gospel
9742,16,Great And Mighty,Byron Cage,2012,hot-gospel
9743,17,I Hear The Sound (Of Victory),Maurette Brown Clark,2012,hot-gospel
9744,18,Keep Me,Patrick Dopson,2012,hot-gospel
9745,19,Life & Favor (You Don't Know My Story),John P. Kee And New Life,2012,hot-gospel
9746,20,Spiritual,Donald Lawrence & Co.,2012,hot-gospel
9747,21,Good & Bad,J Moss,2012,hot-gospel
9748,22,It's Not Over (When God Is In It),Israel & New Breed Featuring James Fortune & Jason Nelson,2012,hot-gospel
9749,23,Hold On,James Fortune & FIYA Featuring Monica & Fred Hammond,2012,hot-gospel
9750,24,Be Still,Yolanda Adams,2012,hot-gospel
9751,25,Lay It Down,Troy Sneed,2012,hot-gospel
9752,26,I Smile,Kirk Franklin,2012,hot-gospel
9753,27,Testimony,Anthony Brown & group therAPy,2012,hot-gospel
9754,28,All Is Well,Troy Sneed,2012,hot-gospel
9755,29,Nobody Greater,VaShawn Mitchell,2012,hot-gospel
9756,30,Turning Around For Me,VaShawn Mitchell,2012,hot-gospel
9757,31,Can't Live,Genita Pugh,2012,hot-gospel
9758,32,Alright,Lowell Pye,2012,hot-gospel
9759,33,Burn It All Down,Lexi,2012,hot-gospel
9760,34,Speechless,Anita Wilson,2012,hot-gospel
9761,35,He Keeps His Promise,Angela Spivey Featuring The Greater Blessings Praise Team,2012,hot-gospel
9762,36,He Brought Me,Dorinda Clark-Cole,2012,hot-gospel
9763,37,So Proud,Brian Courtney Wilson,2012,hot-gospel
9764,38,I Love You,Jonathan McReynolds,2012,hot-gospel
9765,39,I Stand On Your Word,Jonathan Butler,2012,hot-gospel
9766,40,Once In A Lifetime,Smokie Norful,2012,hot-gospel
9767,41,God's Got It,J Moss,2012,hot-gospel
9768,42,Lord You've Been So Good,Amber Bullock,2012,hot-gospel
9769,43,Make An Example Out Of Me,Regina Belle,2012,hot-gospel
9770,44,What's Coming Is Better,Deon Kipping,2012,hot-gospel
9771,45,Sweeter,Kim Burrell,2012,hot-gospel
9772,46,He Will,Tim Bowman Jr. Featuring Vickie Winans,2012,hot-gospel
9773,47,Yet Love,Luther Barnes And The Sunset Jubilaires,2012,hot-gospel
9774,48,You Are,Kierra Sheard Featuring BRL,2012,hot-gospel
9775,49,God's Up To Something Good,Hart Ramsey & The NCC Family Choir,2012,hot-gospel
9776,50,He Turned It,Ricky Dillard & New G,2012,hot-gospel
9777,1,Testimony,Anthony Brown & group therAPy,2013,hot-gospel
9778,2,It's Not Over (When God Is In It),Israel & New Breed Featuring James Fortune & Jason Nelson,2013,hot-gospel
9779,3,Take Me To The King,Tamela Mann,2013,hot-gospel
9780,4,Break Every Chain,Tasha Cobbs,2013,hot-gospel
9781,5,Your Best Days Yet,Bishop Paul S. Morton,2013,hot-gospel
9782,6,Clean This House,Isaac Carree,2013,hot-gospel
9783,7,Every Praise,Hezekiah Walker,2013,hot-gospel
9784,8,If He Did It Before ...Same God,Tye Tribbett,2013,hot-gospel
